Db,Source,originalsource,Site,Habitat_type,Latitude,Longitude,Site_name,Plot,sitename,Soil_type,Year collected,Depth,U_depth_cm,L_depth_cm,Center Depth (cm),BD_reported_g_cm3,Gamma Year,fractionC,fractionOM,fraction inorgC,fracCmodeled,fractionN,,notes,DOI,,N_perc,OC_perc,C/N,,C density,N density mg cm-3,C:N=15,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 3.0,,,,,,,5.00,0.34,,0.113649226,,,,0.00521405,,,,,0.52,11.36,21.79672878,,,0.177366806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 3.5,,,,,,,5.90,0.39,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 4.0,,,,,,,6.80,0.30,,0.112737626,,,,0.005164991,,,,,0.52,11.27,21.82726488,,,0.153457723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 4.5,,,,,,,7.70,0.42,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 5.0,,,,,,,8.60,0.34,,0.116873023,,,,0.005245218,,,,,0.52,11.69,22.28182498,,,0.180164415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 5.5,,,,,,,9.50,0.47,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 6.0,,,,,,,10.39,0.24,,0.100628924,,,,0.004371748,,,,,0.44,10.06,23.0180068,,,0.106141649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 6.5,,,,,,,11.29,0.53,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 7.0,,,,,,,12.19,0.64,,0.073673879,,,,0.003306993,,,,,0.33,7.37,22.2782089,,,0.210858317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 7.5,,,,,,,13.09,0.45,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 8.0,,,,,,,13.99,0.31,,0.079576496,,,,0.00362508,,,,,0.36,7.96,21.95165082,,,0.11058698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 8.5,,,,,,,14.89,0.35,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 9.0,,,,,,,15.79,0.45,,0.077763321,,,,0.003711449,,,,,0.37,7.78,20.95227792,,,0.165345574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 9.5,,,,,,,16.69,0.40,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 10.0,,,,,,,17.59,0.45,,0.096353723,,,,0.004154629,,,,,0.42,9.64,23.1918978,,,0.187566299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 10.5,,,,,,,18.49,0.51,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 11.0,,,,,,,19.39,0.45,,0.086610727,,,,0.004090233,,,,,0.41,8.66,21.17501241,,,0.183033296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 11.5,,,,,,,20.29,0.38,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 12.0,,,,,,,21.19,0.38,,0.071546181,,,,0.003297244,,,,,0.33,7.15,21.69878335,,,0.123957748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 12.5,,,,,,,22.09,0.38,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 13.0,,,,,,,22.99,0.49,,0.062257169,,,,0.002742836,,,,,0.27,6.23,22.6981038,,,0.134367644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 13.5,,,,,,,23.89,0.44,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 14.0,,,,,,,24.78,0.36,,0.067549193,,,,0.00279315,,,,,0.28,6.75,24.1838771,,,0.101491018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 14.5,,,,,,,25.68,0.30,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 15.0,,,,,,,26.58,0.32,,0.077093386,,,,0.00307168,,,,,0.31,7.71,25.09811571,,,0.097164163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 15.5,,,,,,,27.48,0.34,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 16.0,,,,,,,28.38,0.48,,0.07218199,,,,0.003074226,,,,,0.31,7.22,23.4797245,,,0.146121626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 16.5,,,,,,,29.28,0.59,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 17.0,,,,,,,30.18,0.44,,0.077981962,,,,0.00309005,,,,,0.31,7.80,25.23647104,,,0.134591621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 17.5,,,,,,,31.08,0.53,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 18.0,,,,,,,31.98,0.37,,0.068813792,,,,0.002934895,,,,,0.29,6.88,23.44676195,,,0.109557792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 18.5,,,,,,,32.88,0.51,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 19.0,,,,,,,33.78,0.55,,0.038989224,,,,0.001837443,,,,,0.18,3.90,21.21928877,,,0.100725286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 19.5,,,,,,,34.68,0.53,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 20.0,,,,,,,35.58,0.70,,0.045214365,,,,0.002327811,,,,,0.23,4.52,19.42355102,,,0.163074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 21.0,,,,,,,37.08,0.38,,0.063584917,,,,0.002881149,,,,,0.29,6.36,22.06929242,,,0.110414803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 22.0,,,,,,,38.88,0.26,,0.070984406,,,,0.003424724,,,,,0.34,7.10,20.72704339,,,0.090068935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 23.0,,,,,,,40.69,0.30,,0.090222555,,,,0.003923681,,,,,0.39,9.02,22.99436569,,,0.119501171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 24.0,,,,,,,42.49,0.39,,0.08806787,,,,0.003256296,,,,,0.33,8.81,27.04541229,,,0.125600139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 25.0,,,,,,,44.30,0.28,,0.116448576,,,,0.004271282,,,,,0.43,11.64,27.26314202,,,0.118203809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 26.0,,,,,,,46.10,0.33,,0.099116869,,,,0.003765437,,,,,0.38,9.91,26.3228067,,,0.125158254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 27.0,,,,,,,47.90,0.25,,0.104198864,,,,0.003996253,,,,,0.40,10.42,26.07414274,,,0.101326929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 28.0,,,,,,,49.71,0.46,,0.081012222,,,,0.003257975,,,,,0.33,8.10,24.86581752,,,0.148866249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 29.0,,,,,,,51.51,0.49,,0.065083409,,,,0.002732271,,,,,0.27,6.51,23.82026348,,,0.133623833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 30.0,,,,,,,53.32,0.44,,0.066609593,,,,0.002699309,,,,,0.27,6.66,24.67653914,,,0.11743819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 31.0,,,,,,,55.12,0.43,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 32.0,,,,,,,56.93,0.42,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 33.0,,,,,,,58.73,0.53,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 34.0,,,,,,,60.53,0.68,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 35.0,,,,,,,62.34,0.52,,0.074075068,,,,0.002644191,,,,,0.26,7.41,28.01426155,,,0.136585627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 36.0,,,,,,,64.14,0.74,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 37.0,,,,,,,65.95,0.43,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 38.0,,,,,,,67.75,0.56,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 39.0,,,,,,,69.55,0.55,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 40.0,,,,,,,71.36,0.60,,0.056555915,,,,0.002030094,,,,,0.20,5.66,27.85877003,,,0.121002596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 41,,,,,,,73.16,0.60,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 42,,,,,,,74.97,0.67,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 43,,,,,,,76.77,0.65,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 44,,,,,,,78.57,0.67,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 45,,,,,,,80.38,0.66,,0.04621279,,,,0.001617322,,,,,0.16,4.62,28.5736449,,,0.106845768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 46,,,,,,,82.18,0.97,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 47,,,,,,,83.99,0.87,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 48,,,,,,,85.79,0.77,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 49,,,,,,,87.59,0.85,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 50,,,,,,,89.40,0.89,,0.026916254,,,,0.000934185,,,,,0.09,2.69,28.81254779,,,0.083251619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 51,,,,,,,91.20,0.96,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 52,,,,,,,93.01,0.97,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 53,,,,,,,94.81,0.73,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 54,,,,,,,96.62,0.98,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 55,,,,,,,98.42,0.60,,0.11542219,,,,0.002617549,,,,,0.26,11.54,44.0955248,,,0.156364328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 56,,,,,,,100.22,0.74,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 57,,,,,,,102.03,0.67,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 58,,,,,,,103.83,0.65,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 59,,,,,,,105.64,0.82,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 60,,,,,,,107.44,0.94,,0.046407035,,,,0.001363893,,,,,0.14,4.64,34.02541158,,,0.127825315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 61,,,,,,,109.24,0.98,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.53214923,48.47598453,,Cc 18 62,,,,,,,111.05,1.18,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 0.5,,,,,,,0.5019,0.859749372,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 1.0,,,,,,,1.1678,1.410965376,,0.033234514,,,,0.001402178,,,,,0.140217752,3.323451407,23.7020731,,,0.197842393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 1.5,,,,,,,1.8337,1.132230584,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 2.0,,,,,,,2.4996,1.180364603,,0.024763393,,,,0.000934599,,,,,0.09345988,2.476339302,26.49628163,,,0.110316734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 2.5,,,,,,,3.1655,0.693473032,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 3.0,,,,,,,3.8314,1.283349941,,0.022171376,,,,0.00081291,,,,,0.081291003,2.217137567,27.27408289,,,0.104324805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 3.5,,,,,,,4.4973,1.075239534,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 4.0,,,,,,,5.1632,1.175349815,,0.026572136,,,,0.000998925,,,,,0.099892467,2.657213638,26.60074084,,,0.117408593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 4.5,,,,,,,5.8291,1.209207917,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 5.0,,,,,,,6.495,0.668823061,,0.024879507,,,,0.000928385,,,,,0.092838476,2.487950748,26.79870317,,,0.062092513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 5.5,,,,,,,7.1609,1.246232557,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 6.0,,,,,,,7.8268,0.94529888,,0.025017527,,,,0.00095328,,,,,0.095328017,2.501752676,26.2436244,,,0.090113468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 6.5,,,,,,,8.4927,1.228101149,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 7.0,,,,,,,9.1586,1.311497677,,0.020265911,,,,0.00077831,,,,,0.077831035,2.026591053,26.03834119,,,0.102075222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 7.5,,,,,,,9.8245,1.098186994,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 8.0,,,,,,,10.4904,1.186956036,,0.025132485,,,,0.001057685,,,,,0.105768506,2.51324852,23.76178519,,,0.125542567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 8.5,,,,,,,11.1563,0.851793281,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 9.0,,,,,,,11.8222,1.342633087,,0.023430806,,,,0.000912487,,,,,0.091248734,2.343080624,25.67795221,,,0.122513569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 9.5,,,,,,,12.4881,0.856390722,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 10.0,,,,,,,13.154,1.02001724,,0.026115762,,,,0.001021121,,,,,0.102112145,2.611576169,25.57556852,,,0.104156149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 10.5,,,,,,,13.8199,0.949333234,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 11.0,,,,,,,14.4858,1.041878273,,0.022769797,,,,0.000861562,,,,,0.086156172,2.27697969,26.42851511,,,0.089764244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 11.5,,,,,,,15.1517,1.447301062,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 12.0,,,,,,,15.8176,1.328059065,,0.022729139,,,,0.000856694,,,,,0.085669418,2.27291386,26.53121621,,,0.113774048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 12.5,,,,,,,16.4835,0.413294086,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 13.0,,,,,,,17.1494,1.343957998,,0.022057438,,,,0.000923279,,,,,0.09232789,2.205743807,23.89033048,,,0.124084806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 13.5,,,,,,,17.8153,0.998818663,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 14.0,,,,,,,18.4812,0.97695763,,0.021097622,,,,0.001004162,,,,,0.100416233,2.109762195,21.01017075,,,0.098102405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 14.5,,,,,,,19.1471,1.844588898,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 15.0,,,,,,,19.813,0.686802104,,0.023843733,,,,0.001116422,,,,,0.111642237,2.384373307,21.35726922,,,0.076676123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 15.5,,,,,,,20.4789,1.048502828,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 16.0,,,,,,,21.1448,0.919323998,,0.02681671,,,,0.001176459,,,,,0.11764593,2.681671013,22.79442234,,,0.108154727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.52950194,48.47596626,,Cc 19 16.5,,,,,,,21.8107,1.301461476,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
