"Database","Source","study_id","study_site_core","site_id","Site","Plot","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2005","Skinflats_Low-Mid",NA,NA,"SKIN2005","Salt marsh",2020,"56.06338802","-3.73175635",0.04,0.06,8.594,NA,0.24,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2005","Skinflats_Low-Mid",NA,NA,"SKIN2005","Salt marsh",2020,"56.06338802","-3.73175635",0.3,0.32,8.921,NA,0.26,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2005","Skinflats_Low-Mid",NA,NA,"SKIN2005","Salt marsh",2020,"56.06338802","-3.73175635",0,0.02,11.077,0.645,0.27,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2005","Skinflats_Low-Mid",NA,NA,"SKIN2005","Salt marsh",2020,"56.06338802","-3.73175635",0.1,0.12,8.349,NA,0.31,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2005","Skinflats_Low-Mid",NA,NA,"SKIN2005","Salt marsh",2020,"56.06338802","-3.73175635",0.2,0.22,7.265,NA,0.32,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2005","Skinflats_Low-Mid",NA,NA,"SKIN2005","Salt marsh",2020,"56.06338802","-3.73175635",0.5,0.52,10.569,NA,0.34,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2005","Skinflats_Low-Mid",NA,NA,"SKIN2005","Salt marsh",2020,"56.06338802","-3.73175635",0.7,0.72,8.392,NA,0.34,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2005","Skinflats_Low-Mid",NA,NA,"SKIN2005","Salt marsh",2020,"56.06338802","-3.73175635",0.4,0.42,10.841,NA,0.36,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2005","Skinflats_Low-Mid",NA,NA,"SKIN2005","Salt marsh",2020,"56.06338802","-3.73175635",0.6,0.62,8.953,NA,0.41,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0,0.02,5.919,0.38,0.32,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.04,0.06,6.207,NA,0.37,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.1,0.12,6.533,NA,0.4,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.4,0.42,10.747,NA,0.41,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.7,0.72,6.603,NA,0.42,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.5,0.52,9.733,NA,0.43,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.6,0.62,8.35,NA,0.46,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.2,0.22,6.546,NA,0.46,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.3,0.32,9.274,NA,0.47,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.9,0.92,5.287,NA,0.5,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2006","Skinflats_Low-Mid",NA,NA,"SKIN2006","Salt marsh",2020,"56.06346288","-3.73144158",0.8,0.82,5.462,NA,0.71,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2007","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2007","Salt marsh",2020,"56.0633697","-3.73420954",0.04,0.06,7.605,NA,0.25,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2007","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2007","Salt marsh",2020,"56.0633697","-3.73420954",0,0.02,8.715,0.6138524,0.31,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2007","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2007","Salt marsh",2020,"56.0633697","-3.73420954",0.1,0.12,3.5,NA,0.54,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2008","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2008","Salt marsh",2020,"56.06359457","-3.73359595",0,0.02,12.171,1.059575,0.28,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2008","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2008","Salt marsh",2020,"56.06359457","-3.73359595",0.04,0.06,10.238,NA,0.39,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2008","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2008","Salt marsh",2020,"56.06359457","-3.73359595",0.1,0.12,1.508,NA,0.71,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2008","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2008","Salt marsh",2020,"56.06359457","-3.73359595",0.3,0.32,0.718,NA,0.81,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2008","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2008","Salt marsh",2020,"56.06359457","-3.73359595",0.2,0.22,0.737,NA,0.83,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2009","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2009","Salt marsh",2020,"56.06374365","-3.7330842",0,0.02,8.657,0.5942806,0.16,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2009","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2009","Salt marsh",2020,"56.06374365","-3.7330842",0.04,0.06,5.095,NA,0.36,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2009","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2009","Salt marsh",2020,"56.06374365","-3.7330842",0.2,0.22,0.856,NA,0.7,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2009","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2009","Salt marsh",2020,"56.06374365","-3.7330842",0.1,0.12,1.069,NA,0.71,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2009","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2009","Salt marsh",2020,"56.06374365","-3.7330842",0.3,0.32,0.786,NA,0.72,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2009","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2009","Salt marsh",2020,"56.06374365","-3.7330842",NA,NA,0.771,NA,0.85,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2010","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2010","Salt marsh",2020,"56.06406683","-3.73253005",0,0.02,6.098,0.4074503,0.29,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2010","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2010","Salt marsh",2020,"56.06406683","-3.73253005",0.2,0.22,1.458,NA,0.56,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2010","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2010","Salt marsh",2020,"56.06406683","-3.73253005",0.04,0.06,2.922,NA,0.65,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2010","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2010","Salt marsh",2020,"56.06406683","-3.73253005",0.3,0.32,1.09,NA,0.74,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2010","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2010","Salt marsh",2020,"56.06406683","-3.73253005",0.1,0.12,0.973,NA,0.86,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.7,0.72,6.121,NA,0.35,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.04,0.06,6.225,NA,0.35,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.4,0.42,10.372,NA,0.38,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0,0.02,6.439,0.6108252,0.39,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.3,0.32,10.569,NA,0.39,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.2,0.22,6.952,NA,0.4,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.1,0.12,6.931,NA,0.42,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.6,0.62,6.593,NA,0.45,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.5,0.52,5.926,NA,0.47,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.8,0.82,6.197,NA,0.57,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2011","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2011","Salt marsh",2020,"56.06426662","-3.73208922",0.9,0.92,5.537,NA,0.62,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.2,0.22,9.445,NA,0.19,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.1,0.12,7.035,NA,0.2,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0,0.02,9.295,0.4149453,0.23,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.04,0.06,14.988,NA,0.28,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.8,0.82,4.638,NA,0.36,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.4,0.42,10.821,NA,0.36,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.6,0.62,6.169,NA,0.39,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.3,0.32,11.633,NA,0.41,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.7,0.72,4.91,NA,0.41,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.5,0.52,6.585,NA,0.41,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2012","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2012","Salt marsh",2020,"56.06432269","-3.73291252",0.9,0.92,4.312,NA,0.46,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.04,0.06,7.131,NA,0.32,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0,0.02,6.951,0.4496821,0.36,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.7,0.72,4.535,NA,0.4,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.4,0.42,10.454,NA,0.45,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.3,0.32,7.535,NA,0.47,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.1,0.12,7.326,NA,0.47,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.8,0.82,3.816,NA,0.48,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.2,0.22,6.212,NA,0.49,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.5,0.52,8.096,NA,0.56,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.6,0.62,4.765,NA,0.81,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2013","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2013","Salt marsh",2020,"56.06453121","-3.73325916",0.9,0.92,4.07,NA,0.98,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2014","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2014","Salt marsh",2020,"56.06385641","-3.73224891",0,0.02,7.722,0.5326008,0.49,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2014","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2014","Salt marsh",2020,"56.06385641","-3.73224891",0.04,0.06,4.442,NA,0.64,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2014","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2014","Salt marsh",2020,"56.06385641","-3.73224891",0.04,0.06,4.442,NA,0.64,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2014","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2014","Salt marsh",2020,"56.06385641","-3.73224891",0.2,0.22,1.642,NA,0.72,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2014","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2014","Salt marsh",2020,"56.06385641","-3.73224891",0.2,0.22,1.642,NA,0.72,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2014","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2014","Salt marsh",2020,"56.06385641","-3.73224891",0.1,0.12,1.525,NA,0.73,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Forth (Alloa)_Low-Mid_SKIN2014","Forth (Alloa)_Low-Mid",NA,NA,"SKIN2014","Salt marsh",2020,"56.06385641","-3.73224891",0.1,0.12,1.525,NA,0.73,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.1,0.12,8.518,NA,0.17,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.6,0.62,8.549,NA,0.18,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.5,0.52,9.51,NA,0.21,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.7,0.72,7.322,NA,0.22,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.3,0.32,7.843,NA,0.24,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.4,0.42,7.304,NA,0.27,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.04,0.06,9.315,NA,0.27,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.2,0.22,6.473,NA,0.28,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0,0.02,8.485,0.578,0.35,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.9,0.92,6.12,NA,0.38,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Skinflats_Low-Mid_SKIN2015","Skinflats_Low-Mid",NA,NA,"SKIN2015","Salt marsh",2020,"56.06301972","-3.73218644",0.8,0.82,7.28,NA,0.43,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Tay Estuary_High_TAY2001","Tay Estuary_High",NA,NA,"TAY2001","Salt marsh",2020,"56.44770056","-3.08791175",0.1,0.12,5.517,NA,0.33,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Tay Estuary_High_TAY2001","Tay Estuary_High",NA,NA,"TAY2001","Salt marsh",2020,"56.44770056","-3.08791175",0.3,0.32,2.439,NA,0.45,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Tay Estuary_High_TAY2001","Tay Estuary_High",NA,NA,"TAY2001","Salt marsh",2020,"56.44770056","-3.08791175",0.2,0.22,3.435,NA,0.49,"https://doi.org/10.7489/12422-1"
"Maxwell",NA,"Miller_et_al_2022","Miller_et_al_2022_Tay Estuary_High_TAY2001","Tay Estuary_High",NA,NA,"TAY2001","Salt marsh",2020,"56.44770056","-3.08791175",0.04,0.06,4.051,NA,0.61,"https://doi.org/10.7489/12422-1"
